num_participants,ALAND,region,individuals_income_below_185_percent_poverty_level,total_snap_recipient_households_white,total_snap_recipient_households_black_or_african_american,total_snap_recipient_households_american_indian_and_alaska_native,total_snap_recipient_households_asian,total_snap_recipient_households_native_hawaiian_and_other_pacific_islander,total_snap_recipient_households_hispanic_or_latino_origin,total_population_non_hispanic_or_latino_origin,total_lep_households
9,538297,Northeast,1152,0,480,0,0,0,11,469,8
3,13227521,South,1615,378,125,0,0,0,0,509,7
17,13227521,South,1615,378,125,0,0,0,0,509,7
15,13227521,South,1615,378,125,0,0,0,0,509,7
13,13227521,South,1615,378,125,0,0,0,0,509,7
11,13227521,South,1615,378,125,0,0,0,0,509,7
20,13227521,South,1615,378,125,0,0,0,0,509,7
14,13227521,South,1615,378,125,0,0,0,0,509,7
11,675743,Northeast,1737,0,528,0,0,0,18,510,0
13,1004079,Northeast,3705,142,480,0,16,0,266,478,129
16,378935157,West,585,71,0,0,0,0,0,71,0
16,378935157,West,585,71,0,0,0,0,0,71,0
16,378935157,West,585,71,0,0,0,0,0,71,0
16,378935157,West,585,71,0,0,0,0,0,71,0
16,378935157,West,585,71,0,0,0,0,0,71,0
16,378935157,West,585,71,0,0,0,0,0,71,0
16,378935157,West,585,71,0,0,0,0,0,71,0
23,13461877,East,1588,239,0,0,0,0,0,239,0
23,13461877,East,1588,239,0,0,0,0,0,239,0
23,13461877,East,1588,239,0,0,0,0,0,239,0
20,13461877,East,1588,239,0,0,0,0,0,239,0
22,13461877,East,1588,239,0,0,0,0,0,239,0
22,13461877,East,1588,239,0,0,0,0,0,239,0
23,13461877,East,1588,239,0,0,0,0,0,239,0
12,13461877,East,1588,239,0,0,0,0,0,239,0
12,13461877,East,1588,239,0,0,0,0,0,239,0
12,13461877,East,1588,239,0,0,0,0,0,239,0
14,13461877,East,1588,239,0,0,0,0,0,239,0
17,13461877,East,1588,239,0,0,0,0,0,239,0
15,13461877,East,1588,239,0,0,0,0,0,239,0
16,13461877,East,1588,239,0,0,0,0,0,239,0
24,378935157,West,585,71,0,0,0,0,0,71,0
24,378935157,West,585,71,0,0,0,0,0,71,0
24,378935157,West,585,71,0,0,0,0,0,71,0
24,378935157,West,585,71,0,0,0,0,0,71,0
23,378935157,West,585,71,0,0,0,0,0,71,0
22,378935157,West,585,71,0,0,0,0,0,71,0
23,378935157,West,585,71,0,0,0,0,0,71,0
23,378935157,West,585,71,0,0,0,0,0,71,0
23,378935157,West,585,71,0,0,0,0,0,71,0
23,378935157,West,585,71,0,0,0,0,0,71,0
23,378935157,West,585,71,0,0,0,0,0,71,0
23,378935157,West,585,71,0,0,0,0,0,71,0
23,378935157,West,585,71,0,0,0,0,0,71,0
23,378935157,West,585,71,0,0,0,0,0,71,0
23,378935157,West,585,71,0,0,0,0,0,71,0
11,13461877,East,1588,239,0,0,0,0,0,239,0
11,13461877,East,1588,239,0,0,0,0,0,239,0
11,13461877,East,1588,239,0,0,0,0,0,239,0
13,13461877,East,1588,239,0,0,0,0,0,239,0
10,13461877,East,1588,239,0,0,0,0,0,239,0
11,13461877,East,1588,239,0,0,0,0,0,239,0
15,13461877,East,1588,239,0,0,0,0,0,239,0
20,245113627,West,843,114,25,0,0,0,0,145,11
20,245113627,West,843,114,25,0,0,0,0,145,11
20,245113627,West,843,114,25,0,0,0,0,145,11
20,245113627,West,843,114,25,0,0,0,0,145,11
20,245113627,West,843,114,25,0,0,0,0,145,11
20,245113627,West,843,114,25,0,0,0,0,145,11
20,245113627,West,843,114,25,0,0,0,0,145,11
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
18,35071885,West,730,70,0,0,0,0,0,79,0
20,354741591,East,832,155,0,0,0,0,0,155,0
20,354741591,East,832,155,0,0,0,0,0,155,0
20,354741591,East,832,155,0,0,0,0,0,155,0
17,354741591,East,832,155,0,0,0,0,0,155,0
16,354741591,East,832,155,0,0,0,0,0,155,0
18,354741591,East,832,155,0,0,0,0,0,155,0
20,354741591,East,832,155,0,0,0,0,0,155,0
20,354741591,East,832,155,0,0,0,0,0,155,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
19,35071885,West,730,70,0,0,0,0,0,79,0
16,354741591,East,832,155,0,0,0,0,0,155,0
16,354741591,East,832,155,0,0,0,0,0,155,0
16,354741591,East,832,155,0,0,0,0,0,155,0
16,354741591,East,832,155,0,0,0,0,0,155,0
15,354741591,East,832,155,0,0,0,0,0,155,0
16,354741591,East,832,155,0,0,0,0,0,155,0
16,354741591,East,832,155,0,0,0,0,0,155,0
18,354741591,East,832,155,0,0,0,0,0,155,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
20,35071885,West,730,70,0,0,0,0,0,79,0
10,7491041,South,928,261,0,0,0,0,0,261,9
10,7491041,South,928,261,0,0,0,0,0,261,9
15,7491041,South,928,261,0,0,0,0,0,261,9
17,7491041,South,928,261,0,0,0,0,0,261,9
15,7491041,South,928,261,0,0,0,0,0,261,9
15,7491041,South,928,261,0,0,0,0,0,261,9
15,7491041,South,928,261,0,0,0,0,0,261,9
17,25364728,East,3123,712,29,0,0,0,0,741,19
15,25364728,East,3123,712,29,0,0,0,0,741,19
17,25364728,East,3123,712,29,0,0,0,0,741,19
17,25364728,East,3123,712,29,0,0,0,0,741,19
17,25364728,East,3123,712,29,0,0,0,0,741,19
17,25364728,East,3123,712,29,0,0,0,0,741,19
17,25364728,East,3123,712,29,0,0,0,0,741,19
12,7491041,South,928,261,0,0,0,0,0,261,9
11,7491041,South,928,261,0,0,0,0,0,261,9
7,7491041,South,928,261,0,0,0,0,0,261,9
11,7491041,South,928,261,0,0,0,0,0,261,9
9,7491041,South,928,261,0,0,0,0,0,261,9
12,7491041,South,928,261,0,0,0,0,0,261,9
11,7491041,South,928,261,0,0,0,0,0,261,9
16,25364728,East,3123,712,29,0,0,0,0,741,19
15,25364728,East,3123,712,29,0,0,0,0,741,19
17,25364728,East,3123,712,29,0,0,0,0,741,19
17,25364728,East,3123,712,29,0,0,0,0,741,19
17,25364728,East,3123,712,29,0,0,0,0,741,19
17,25364728,East,3123,712,29,0,0,0,0,741,19
17,25364728,East,3123,712,29,0,0,0,0,741,19
13,7829694,East,804,259,0,0,0,0,0,259,0
13,7829694,East,804,259,0,0,0,0,0,259,0
13,7829694,East,804,259,0,0,0,0,0,259,0
13,7829694,East,804,259,0,0,0,0,0,259,0
13,7829694,East,804,259,0,0,0,0,0,259,0
13,7829694,East,804,259,0,0,0,0,0,259,0
13,7829694,East,804,259,0,0,0,0,0,259,0
16,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
19,505495257,South,767,130,0,0,0,0,0,130,0
14,505495257,South,767,130,0,0,0,0,0,130,0
19,505495257,South,767,130,0,0,0,0,0,130,0
17,505495257,South,767,130,0,0,0,0,0,130,0
14,7829694,East,804,259,0,0,0,0,0,259,0
14,7829694,East,804,259,0,0,0,0,0,259,0
13,7829694,East,804,259,0,0,0,0,0,259,0
14,7829694,East,804,259,0,0,0,0,0,259,0
14,7829694,East,804,259,0,0,0,0,0,259,0
14,7829694,East,804,259,0,0,0,0,0,259,0
14,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
9,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
19,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
16,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
20,505495257,South,767,130,0,0,0,0,0,130,0
12,7829694,East,804,259,0,0,0,0,0,259,0
9,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
10,7829694,East,804,259,0,0,0,0,0,259,0
17,7829694,East,804,259,0,0,0,0,0,259,0
17,7829694,East,804,259,0,0,0,0,0,259,0
15,7829694,East,804,259,0,0,0,0,0,259,0
17,7829694,East,804,259,0,0,0,0,0,259,0
17,7829694,East,804,259,0,0,0,0,0,259,0
17,7829694,East,804,259,0,0,0,0,0,259,0
17,7829694,East,804,259,0,0,0,0,0,259,0
17,7829694,East,804,259,0,0,0,0,0,259,0
15,297698983,East,1185,170,0,0,0,0,9,166,0
15,297698983,East,1185,170,0,0,0,0,9,166,0
15,297698983,East,1185,170,0,0,0,0,9,166,0
15,297698983,East,1185,170,0,0,0,0,9,166,0
15,297698983,East,1185,170,0,0,0,0,9,166,0
15,297698983,East,1185,170,0,0,0,0,9,166,0
15,297698983,East,1185,170,0,0,0,0,9,166,0
16,297698983,East,1185,170,0,0,0,0,9,166,0
16,297698983,East,1185,170,0,0,0,0,9,166,0
15,297698983,East,1185,170,0,0,0,0,9,166,0
16,297698983,East,1185,170,0,0,0,0,9,166,0
16,297698983,East,1185,170,0,0,0,0,9,166,0
16,297698983,East,1185,170,0,0,0,0,9,166,0
16,297698983,East,1185,170,0,0,0,0,9,166,0
19,505495257,South,767,130,0,0,0,0,0,130,0
20,505495257,South,767,130,0,0,0,0,0,130,0
16,505495257,South,767,130,0,0,0,0,0,130,0
19,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
19,505495257,South,767,130,0,0,0,0,0,130,0
6,180191518,East,766,140,0,0,0,0,0,156,4
8,180191518,East,766,140,0,0,0,0,0,156,4
8,180191518,East,766,140,0,0,0,0,0,156,4
8,180191518,East,766,140,0,0,0,0,0,156,4
8,180191518,East,766,140,0,0,0,0,0,156,4
8,180191518,East,766,140,0,0,0,0,0,156,4
8,180191518,East,766,140,0,0,0,0,0,156,4
8,180191518,East,766,140,0,0,0,0,0,156,4
9,180191518,East,766,140,0,0,0,0,0,156,4
8,180191518,East,766,140,0,0,0,0,0,156,4
9,180191518,East,766,140,0,0,0,0,0,156,4
9,180191518,East,766,140,0,0,0,0,0,156,4
9,180191518,East,766,140,0,0,0,0,0,156,4
3,180191518,East,766,140,0,0,0,0,0,156,4
16,440698405,East,719,193,0,0,0,0,1,193,2
16,440698405,East,719,193,0,0,0,0,1,193,2
16,440698405,East,719,193,0,0,0,0,1,193,2
16,440698405,East,719,193,0,0,0,0,1,193,2
16,440698405,East,719,193,0,0,0,0,1,193,2
16,440698405,East,719,193,0,0,0,0,1,193,2
16,440698405,East,719,193,0,0,0,0,1,193,2
16,440698405,East,719,193,0,0,0,0,1,193,2
17,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
19,505495257,South,767,130,0,0,0,0,0,130,0
20,505495257,South,767,130,0,0,0,0,0,130,0
24,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
17,17668906,East,1564,241,0,0,0,0,0,241,0
16,17668906,East,1564,241,0,0,0,0,0,241,0
15,17668906,East,1564,241,0,0,0,0,0,241,0
17,17668906,East,1564,241,0,0,0,0,0,241,0
17,17668906,East,1564,241,0,0,0,0,0,241,0
17,17668906,East,1564,241,0,0,0,0,0,241,0
17,17668906,East,1564,241,0,0,0,0,0,241,0
20,6722943,East,1310,212,0,0,0,0,0,212,0
12,6722943,East,1310,212,0,0,0,0,0,212,0
19,6722943,East,1310,212,0,0,0,0,0,212,0
19,6722943,East,1310,212,0,0,0,0,0,212,0
19,6722943,East,1310,212,0,0,0,0,0,212,0
19,6722943,East,1310,212,0,0,0,0,0,212,0
19,6722943,East,1310,212,0,0,0,0,0,212,0
18,505495257,South,767,130,0,0,0,0,0,130,0
17,505495257,South,767,130,0,0,0,0,0,130,0
15,505495257,South,767,130,0,0,0,0,0,130,0
15,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
17,440698405,East,719,193,0,0,0,0,1,193,2
17,440698405,East,719,193,0,0,0,0,1,193,2
17,440698405,East,719,193,0,0,0,0,1,193,2
17,440698405,East,719,193,0,0,0,0,1,193,2
17,440698405,East,719,193,0,0,0,0,1,193,2
17,440698405,East,719,193,0,0,0,0,1,193,2
17,440698405,East,719,193,0,0,0,0,1,193,2
17,440698405,East,719,193,0,0,0,0,1,193,2
25,440698405,East,719,193,0,0,0,0,1,193,2
25,440698405,East,719,193,0,0,0,0,1,193,2
25,440698405,East,719,193,0,0,0,0,1,193,2
25,440698405,East,719,193,0,0,0,0,1,193,2
25,440698405,East,719,193,0,0,0,0,1,193,2
25,440698405,East,719,193,0,0,0,0,1,193,2
25,440698405,East,719,193,0,0,0,0,1,193,2
25,440698405,East,719,193,0,0,0,0,1,193,2
18,440698405,East,719,193,0,0,0,0,1,193,2
18,440698405,East,719,193,0,0,0,0,1,193,2
18,440698405,East,719,193,0,0,0,0,1,193,2
18,440698405,East,719,193,0,0,0,0,1,193,2
19,440698405,East,719,193,0,0,0,0,1,193,2
19,440698405,East,719,193,0,0,0,0,1,193,2
19,440698405,East,719,193,0,0,0,0,1,193,2
19,440698405,East,719,193,0,0,0,0,1,193,2
19,505495257,South,767,130,0,0,0,0,0,130,0
19,505495257,South,767,130,0,0,0,0,0,130,0
20,505495257,South,767,130,0,0,0,0,0,130,0
20,505495257,South,767,130,0,0,0,0,0,130,0
20,505495257,South,767,130,0,0,0,0,0,130,0
21,505495257,South,767,130,0,0,0,0,0,130,0
22,505495257,South,767,130,0,0,0,0,0,130,0
17,505495257,South,767,130,0,0,0,0,0,130,0
20,505495257,South,767,130,0,0,0,0,0,130,0
19,505495257,South,767,130,0,0,0,0,0,130,0
16,505495257,South,767,130,0,0,0,0,0,130,0
19,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
17,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
20,505495257,South,767,130,0,0,0,0,0,130,0
17,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
17,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
19,505495257,South,767,130,0,0,0,0,0,130,0
24,505495257,South,767,130,0,0,0,0,0,130,0
17,505495257,South,767,130,0,0,0,0,0,130,0
17,505495257,South,767,130,0,0,0,0,0,130,0
17,505495257,South,767,130,0,0,0,0,0,130,0
15,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
18,505495257,South,767,130,0,0,0,0,0,130,0
17,505495257,South,767,130,0,0,0,0,0,130,0
8,33275369,East,1405,455,0,0,0,0,0,455,14
16,199483411,East,854,140,0,0,0,0,0,140,0
14,199483411,East,854,140,0,0,0,0,0,140,0
15,199483411,East,854,140,0,0,0,0,0,140,0
14,199483411,East,854,140,0,0,0,0,0,140,0
16,199483411,East,854,140,0,0,0,0,0,140,0
14,199483411,East,854,140,0,0,0,0,0,140,0
13,199483411,East,854,140,0,0,0,0,0,140,0
17,199483411,East,854,140,0,0,0,0,0,140,0
16,199483411,East,854,140,0,0,0,0,0,140,0
16,199483411,East,854,140,0,0,0,0,0,140,0
15,199483411,East,854,140,0,0,0,0,0,140,0
16,199483411,East,854,140,0,0,0,0,0,140,0
14,199483411,East,854,140,0,0,0,0,0,140,0
17,199483411,East,854,140,0,0,0,0,0,140,0
5,33275369,East,1405,455,0,0,0,0,0,455,14
14,46126379,East,1902,374,0,0,0,0,7,374,19
15,46126379,East,1902,374,0,0,0,0,7,374,19
15,46126379,East,1902,374,0,0,0,0,7,374,19
16,46126379,East,1902,374,0,0,0,0,7,374,19
17,46126379,East,1902,374,0,0,0,0,7,374,19
17,46126379,East,1902,374,0,0,0,0,7,374,19
16,46126379,East,1902,374,0,0,0,0,7,374,19
30,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
11,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
15,46126379,East,1902,374,0,0,0,0,7,374,19
11,46126379,East,1902,374,0,0,0,0,7,374,19
15,46126379,East,1902,374,0,0,0,0,7,374,19
15,46126379,East,1902,374,0,0,0,0,7,374,19
15,46126379,East,1902,374,0,0,0,0,7,374,19
12,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
16,46126379,East,1902,374,0,0,0,0,7,374,19
14,46126379,East,1902,374,0,0,0,0,7,374,19
16,46126379,East,1902,374,0,0,0,0,7,374,19
15,936742,Northeast,2468,140,89,0,0,0,184,117,234
15,936742,Northeast,2468,140,89,0,0,0,184,117,234
7,936742,Northeast,2468,140,89,0,0,0,184,117,234
9,3661474,Northeast,1430,116,77,0,11,0,130,96,113
3,4732323,Northeast,1013,25,166,0,0,0,23,178,116
8,4732323,Northeast,1013,25,166,0,0,0,23,178,116
4,4732323,Northeast,1013,25,166,0,0,0,23,178,116
7,4732323,Northeast,1013,25,166,0,0,0,23,178,116
1,4732323,Northeast,1013,25,166,0,0,0,23,178,116
5,4732323,Northeast,1013,25,166,0,0,0,23,178,116
2,4732323,Northeast,1013,25,166,0,0,0,23,178,116
16,936742,Northeast,2468,140,89,0,0,0,184,117,234
15,936742,Northeast,2468,140,89,0,0,0,184,117,234
9,936742,Northeast,2468,140,89,0,0,0,184,117,234
7,3228556,Northeast,902,21,150,0,0,0,10,179,31
18,936742,Northeast,2468,140,89,0,0,0,184,117,234
17,936742,Northeast,2468,140,89,0,0,0,184,117,234
10,936742,Northeast,2468,140,89,0,0,0,184,117,234
15,46126379,East,1902,374,0,0,0,0,7,374,19
15,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
14,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
14,46126379,East,1902,374,0,0,0,0,7,374,19
17,46126379,East,1902,374,0,0,0,0,7,374,19
17,46126379,East,1902,374,0,0,0,0,7,374,19
15,46126379,East,1902,374,0,0,0,0,7,374,19
14,46126379,East,1902,374,0,0,0,0,7,374,19
17,46126379,East,1902,374,0,0,0,0,7,374,19
16,46126379,East,1902,374,0,0,0,0,7,374,19
17,46126379,East,1902,374,0,0,0,0,7,374,19
13,46126379,East,1902,374,0,0,0,0,7,374,19
18,2367681,Northeast,84,0,11,0,0,0,0,11,0
13,2367681,Northeast,84,0,11,0,0,0,0,11,0
9,2367681,Northeast,84,0,11,0,0,0,0,11,0
20,3023381,South,2489,0,957,0,0,0,0,957,17
20,3023381,South,2489,0,957,0,0,0,0,957,17
20,3023381,South,2489,0,957,0,0,0,0,957,17
20,3023381,South,2489,0,957,0,0,0,0,957,17
20,3023381,South,2489,0,957,0,0,0,0,957,17
13,3023381,South,2489,0,957,0,0,0,0,957,17
13,3023381,South,2489,0,957,0,0,0,0,957,17
13,3023381,South,2489,0,957,0,0,0,0,957,17
14,3023381,South,2489,0,957,0,0,0,0,957,17
14,3023381,South,2489,0,957,0,0,0,0,957,17
17,18268989,South,3723,4,1132,0,0,0,0,1162,0
17,18268989,South,3723,4,1132,0,0,0,0,1162,0
17,18268989,South,3723,4,1132,0,0,0,0,1162,0
17,18268989,South,3723,4,1132,0,0,0,0,1162,0
17,18268989,South,3723,4,1132,0,0,0,0,1162,0
17,18268989,South,3723,4,1132,0,0,0,0,1162,0
17,18268989,South,3723,4,1132,0,0,0,0,1162,0
16,24703409,South,1884,265,62,0,0,0,138,281,5
18,24703409,South,1884,265,62,0,0,0,138,281,5
18,24703409,South,1884,265,62,0,0,0,138,281,5
20,24703409,South,1884,265,62,0,0,0,138,281,5
20,24703409,South,1884,265,62,0,0,0,138,281,5
20,24703409,South,1884,265,62,0,0,0,138,281,5
20,24703409,South,1884,265,62,0,0,0,138,281,5
18,24703409,South,1884,265,62,0,0,0,138,281,5
18,24703409,South,1884,265,62,0,0,0,138,281,5
18,24703409,South,1884,265,62,0,0,0,138,281,5
18,24703409,South,1884,265,62,0,0,0,138,281,5
20,24703409,South,1884,265,62,0,0,0,138,281,5
20,24703409,South,1884,265,62,0,0,0,138,281,5
20,24703409,South,1884,265,62,0,0,0,138,281,5
16,24703409,South,1884,265,62,0,0,0,138,281,5
16,24703409,South,1884,265,62,0,0,0,138,281,5
16,24703409,South,1884,265,62,0,0,0,138,281,5
16,24703409,South,1884,265,62,0,0,0,138,281,5
16,24703409,South,1884,265,62,0,0,0,138,281,5
16,24703409,South,1884,265,62,0,0,0,138,281,5
16,24703409,South,1884,265,62,0,0,0,138,281,5
17,24703409,South,1884,265,62,0,0,0,138,281,5
17,24703409,South,1884,265,62,0,0,0,138,281,5
17,24703409,South,1884,265,62,0,0,0,138,281,5
17,24703409,South,1884,265,62,0,0,0,138,281,5
17,24703409,South,1884,265,62,0,0,0,138,281,5
17,24703409,South,1884,265,62,0,0,0,138,281,5
17,24703409,South,1884,265,62,0,0,0,138,281,5
17,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
41,4402429,South,1548,176,244,0,0,0,23,433,9
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
19,24703409,South,1884,265,62,0,0,0,138,281,5
13,24703409,South,1884,265,62,0,0,0,138,281,5
13,24703409,South,1884,265,62,0,0,0,138,281,5
13,24703409,South,1884,265,62,0,0,0,138,281,5
15,24703409,South,1884,265,62,0,0,0,138,281,5
15,24703409,South,1884,265,62,0,0,0,138,281,5
16,24703409,South,1884,265,62,0,0,0,138,281,5
16,24703409,South,1884,265,62,0,0,0,138,281,5
16,18592316,South,2899,229,462,0,0,0,0,691,169
16,18592316,South,2899,229,462,0,0,0,0,691,169
16,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
17,18592316,South,2899,229,462,0,0,0,0,691,169
17,18592316,South,2899,229,462,0,0,0,0,691,169
17,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
17,18592316,South,2899,229,462,0,0,0,0,691,169
17,18592316,South,2899,229,462,0,0,0,0,691,169
